Name,Online_order,Book_table,Rate,Votes,Dish_liked,Approx_cost(for two people)
Pizza Hut,0,No,3.6 out of 5,542,"Pizza Crispy Crunch, Garlic Bread, Paneer Pizza, Pasta, Pane Pizza",750
Punjabi Tadka,0,No,2.6 out of 5,270,"Roti, Paratha, Jeera Rice, Panneer Butter Masala, Sweet Lassi, Tandoori Chicken, Tawa Chicken",400
Domino's Pizza,1,No,3.2 out of 5,66,Pizza Burger,800
OPUS Club,0,Yes,4.4 out of 5,1496,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","1,900"
Vapour Brewpub and Diner,0,Yes,4.6 out of 5,2726,"Cheese Pasta, Cocktails, Stout, Bruschettas, Craft Beer, Pinacolada, Wheat Beer","1,400"
Blue Terrain - Novotel,0,Yes,4.2 out of 5,505,"Mocktails, Cocktails, Pizza, Burgers, Tandoori Salmon, Brownie, Tiramisu","2,000"
Asia Alive - DoubleTree Suites By Hilton,0,Yes,4.1 out of 5,237,"Wine, Panna Cotta, Phad Thai, Fish, Salad, Salads, Vegetarian","2,000"
The Square - Novotel,0,Yes,4.3 out of 5,760,"Breakfast Buffet, Cocktails, Sunday Brunch, Noodles, Mocktails, Veg Sushi, Salads","2,500"
Purani Dilli By Anand Sweets,0,No,4.1 out of 5,239,"Chaat, Thali, Chole Bhature, Dahipuri, Raita, Raj Kachori, Lassi",500
Beijing Bites,1,No,3.5 out of 5,341,"Noodles, Hunan Chicken, Momos, Mushroom Soup, Dragon Rolls, Chicken Manchow Soup, Sweet Corn Soup",850
Kritunga Restaurant,0,No,2.6 out of 5,330,"Bamboo Chicken, Paneer Biryani, Raita, Pot Biryani, Curd Rice, Roti",600
Nanda's,1,No,3.3 out of 5,213,"Murgh Ghee Roast, Egg Fried Rice, Thali, Mutton Biryani, Naan, Andhra Meal",600
Chez Nous - Novotel,0,Yes,3.9 out of 5,125,"Coffee, Cocktails, Tiramisu, Cappuccino, Hot Chocolate, Tea","2,500"
Le Charcoal Xpress,1,No,3.5 out of 5,53,"Shawarma, Pita Bread",500
Madurai Idly Shop,0,No,2.2 out of 5,187,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea",200
Kabab Magic,1,No,2.9 out of 5,317,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka",400
Just Shawarma,1,No,3.8 out of 5,170,"Rolls, Whole Meat Shawarma, Chicken Shawarama, Malgoum Shawarma",300
Ebony,1,Yes,4.3 out of 5,3126,"Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai","1,500"
Kitchen On Table,1,No,4.0 out of 5,48,"Sushi, Sea Food","1,500"
Panchavati Gaurav Thali,1,Yes,4.0 out of 5,929,"Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi",800
Saatvikk,0,No,2.8 out of 5,130,"Cheese Garlic Naan, Coffee, Corn Soup, Pasta",650
70 Brigade - Iris Hotel,0,Yes,3.9 out of 5,105,"Salads, Jalebi, Pasta, Rabri, Fish Curry, Salad, Mysore Pak","1,000"
Olive Bar And Kitchen,0,Yes,4.5 out of 5,2194,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","1,800"
JW Kitchen - JW Marriott Bengaluru,0,Yes,4.4 out of 5,2111,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","2,200"
The Tao Terraces,1,Yes,4.0 out of 5,1909,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","2,100"
Rim Naam - The Oberoi,0,No,4.6 out of 5,979,"Seafood Soup, Mocktails, Mushroom Salad, Wine, Jasmine Rice, Som Tam, Thai Red Curry","3,000"
Oh! Calcutta,1,Yes,4.4 out of 5,1105,"Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","1,200"
Caraway Kitchen - Conrad Bengaluru,0,Yes,4.3 out of 5,148,"Pasta, Pancakes, Pizza, Fish, Chaat","2,800"
Mainland China,1,Yes,4.5 out of 5,1394,"Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","1,700"
Rasovara,1,Yes,4.3 out of 5,763,"Thali, Aamras, Malpua, Lassi, Plain Rice, Buttermilk, Chaat","1,400"
Barbeque Nation,0,Yes,4.4 out of 5,1065,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","1,600"
Cubbon Pavilion - ITC Gardenia,0,Yes,4.3 out of 5,678,"Cocktails, Breakfast Buffet, Croissants, Lassi, Salads, Caramel Cake, Waffles","2,500"
Empire Restaurant,1,No,4.0 out of 5,3209,"Paneer Tikka, Chicken Popcorn, Bheja Fry, Brain Fry, Ghee Rice, Jumbo Shawarma, Biryani",750
Le Jardin - The Oberoi,0,No,4.3 out of 5,687,"Breakfast Buffet, Biryani, Salads, Chocolate Cake, Pasta, Paneer Tikka, Mushroom Soup","3,000"
BBQ@52,0,Yes,3.8 out of 5,64,"Salads, Gulab Jamun, Momos, Pasta, Veg Buffet","1,500"
Konark Vegetarian Restaurant,0,No,4.1 out of 5,1022,"Hyderabadi Biryani, Masala Poori, Butter Masala Dosa, Mughlai Biryani, Kulcha, Coffee, Chaat",500
The Spice Bazaar,0,Yes,4.2 out of 5,347,"Brownie, Badam Halwa, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mocktails","1,000"
BBQ'D - Global Grill & Brewery,0,No,4.3 out of 5,471,"Butter Chicken, Chaat, Dahipuri, Beer, Jalebi, Pizza, Momos","1,500"
The Market - The Ritz-Carlton,0,Yes,4.3 out of 5,622,"Pizza, Waffles, Pasta, Sushi, Roti, Salads, Fish","3,400"
WelcomCafe Jacaranda - WelcomHotel Bengaluru,0,No,3.9 out of 5,53,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu","2,000"
Season - Adarsh Hamilton,0,Yes,4.3 out of 5,334,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","1,200"
Puran da Dhaba - The Pride Hotel,1,No,3.9 out of 5,169,"Paneer Tikka, Biryani, Hara Bhara Kebab, Mocktails, Roti, Gulab Jamun, Fish","1,700"
Red Onion,1,Yes,4.2 out of 5,576,"Fish, Dumplings, Paneer Tikka Masala, Biryani, Chicken Wings, Chop Suey, Manchow Soup","1,200"
Cafe Mangii,1,Yes,4.3 out of 5,1048,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","1,600"
Ithaca - The Chancery Pavilion,0,Yes,3.9 out of 5,310,"Salads, Sunday Brunch, Cocktails, Fish, Club Sandwich, Breakfast Buffet, Sushi","2,000"
Tiger Trail - Ramada Hotel,1,Yes,4.0 out of 5,188,"Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","1,300"
Citrus Cafe - Lemon Tree Premier,0,No,3.9 out of 5,183,"Lunch Buffet, Breakfast Buffet, Salads, Chips, Pasta, Omelette","2,200"
The Oriental Spice - Ashraya Hotel,1,No,3.9 out of 5,158,"Noodles, Lunch Buffet, Fish, Manchurian, Salads, Salad","1,300"
Pinxx - Royal Orchid Central,1,Yes,3.8 out of 5,198,"Mutton Biryani, Salads, Fish, Sandwiches, Breakfast Buffet, Cheesecake","1,600"
Monsoon - The Park Bangalore,0,Yes,4.2 out of 5,271,"Salads, Brownie, Cheesecake, Salad, Biryani, Dal Makhani, Pizza","3,000"
Cafe Treat - The Pride Hotel,1,No,4.1 out of 5,119,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","1,000"
South Parade - The Chancery Hotel,0,No,3.1 out of 5,120,"Breakfast Buffet, Salads","1,200"
Mint Masala,0,No,2.8 out of 5,253,"Salads, Mint Masala, Breakfast Buffet, Pasta, Lunch Buffet, Spring Roll, Roti","1,000"
Curry with a 'K' - St. Mark's Hotel,0,No,3.9 out of 5,89,"Salad, Salads, Apple Tart, Vada, Idli, Dhokla, Pasta","1,400"
Northern Gate- Gateway Hotel,0,Yes,3.9 out of 5,100,"Cut Fruits, Pasta, Sunday Brunch","1,900"
Canopy,0,No,3.0 out of 5,107,Gulab Jamun,800
Cafe @ Elanza,0,No,3.7 out of 5,145,"Breakfast Buffet, Omelette, Lunch Buffet, Pasta","1,000"
Sunehri,0,No,3.7 out of 5,67,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal",500
Spice It,0,No,3.8 out of 5,52,"Noodles, Fish","1,200"
Woody's,0,No,2.3 out of 5,116,"Coffee, Idli, Vada, Thali",650
Skylit - Citrus Hotels,0,Yes,4.0 out of 5,324,"Gulab Jamun, Sea Food, Bruschettas, Paneer Tikka, Gajar Halwa, Shahi Tukda, Biryani","1,300"
Banjara Melting Pot,1,Yes,4.2 out of 5,474,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","1,700"
Zodiac - Fortune Select JP Cosmos Hotel,1,Yes,3.8 out of 5,91,"Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri","1,800"
One Atria Cafe,0,Yes,3.7 out of 5,100,Friendly Staff,"1,600"
BISO - Citrus Hotels,0,Yes,3.9 out of 5,156,"Fish, Peas Pulao, Naan, Kulcha","1,100"
BLOW,1,Yes,4.2 out of 5,935,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe",750
Cafe Azzure,1,Yes,4.3 out of 5,2660,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","1,200"
Trick Or Treat,0,No,4.2 out of 5,618,"Burgers, Sandwich, Peri Peri Chicken Satay, Fries, Nachos, Sandwiches, Pesto Pasta",500
Fatso's,1,No,3.8 out of 5,72,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries",650
Bon Sante,1,No,3.6 out of 5,104,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice",800
Kalmane Koffees,0,No,3.6 out of 5,46,"Filter Coffee, Cafe Mocha, Blueberry Muffin",350
Brik Oven,0,No,4.6 out of 5,2257,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","1,100"
Green Theory,1,Yes,4.2 out of 5,2838,"Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade",800
Truffles,0,No,4.5 out of 5,3568,"Burgers, Pasta, Mocktails, Cheese Burger, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika",900
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,1,Yes,4.4 out of 5,690,"Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","1,700"
The White Room - Coffee & Kitchen,0,Yes,4.0 out of 5,1701,"Mushroom Quiche, Chicken Quiche, Coffee, Chocolate Milkshake, Caramel Frappe, Espresso, Tea","1,000"
Matteo Coffea,0,No,4.3 out of 5,2635,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",600
Glen's Bakehouse,1,No,4.4 out of 5,1084,"Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie",600
Cafe Mozaic - Taj MG Road Bengaluru,0,Yes,4.1 out of 5,563,"Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","2,500"
Smally's Resto Cafe,1,No,4.3 out of 5,3547,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger",650
Bengaluru Baking Company - JW Marriott Bengaluru,0,No,4.3 out of 5,521,"Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","1,400"
Cafe Kaara,0,No,4.2 out of 5,160,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Fries, Pesto Pasta",750
Japan Travel Cafe Azuki,0,No,4.3 out of 5,67,"Miso Soup, Tempura",400
Little Green Cafe,0,No,4.3 out of 5,786,"Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea",900
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,1,No,4.1 out of 5,114,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad",700
Skoolroom,1,No,4.3 out of 5,566,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake",700
Lakeview Milkbar,0,No,4.0 out of 5,1443,"Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers",500
Wolf'ish,1,No,4.1 out of 5,460,"Burgers, Fries, Mojito, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken",700
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,1,No,3.9 out of 5,461,"Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish",800
Peppa Zzing,1,No,4.3 out of 5,1133,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb",800
The Courtyard,0,Yes,3.9 out of 5,296,"Hot Chocolate, Sandwiches, Garden Pizza, Pasta, Cappuccino, Garlic Bread, Sunday Morning Breakfast",750
Cafe Imroze,1,No,3.6 out of 5,95,"Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos",650
KAARA BY THE LAKE,0,No,4.0 out of 5,47,"Coffee, Pizza, Pasta, Key Lime Pie",750
Happy Belly Bakes,1,No,4.2 out of 5,115,"Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta",500
Cafe Cassia& Deli,0,No,4.2 out of 5,115,"Coffee, Pasta, Tea","1,000"
The Blackboard Bakery,0,Yes,3.7 out of 5,91,"Pancakes, Sandwich, Salad, Coffee, Burgers","1,000"
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,No,4.0 out of 5,85,"Waffles, Pie, Corn Dog",400
Fresh Pressery Cafe,0,No,4.1 out of 5,104,"Salads, Sandwiches, Arugula Salad, Pasta, Avocado Sandwich, Protein Smoothie, Spaghetti","1,200"
Tata Cha,1,No,3.9 out of 5,66,"Chai, Ginger Tea, Poha, Coffee, Bun Maskas",500
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,No,4.2 out of 5,382,"Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea",500
Driven Cafe,1,No,3.4 out of 5,122,"Coffee, Fries, Cappuccino, Margherita Pizza",600
Soul Cafe,0,Yes,3.9 out of 5,315,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Ice Tea",800
Cafe Aladdin,0,No,3.9 out of 5,74,Friendly Staff,500
Cafe Cerrise,0,No,3.8 out of 5,99,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread",600
The Coffee Bean & Tea Leaf,1,No,3.8 out of 5,260,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",700
Berrylicious Cafe,1,No,4.1 out of 5,124,"Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl",900
Hammered,1,Yes,4.7 out of 5,4639,"Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","1,300"
Dolci Desserts,1,No,4.3 out of 5,652,"Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu",750
Infinitea Tea Room & Tea Store,1,Yes,4.3 out of 5,858,"Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","1,000"
Mudpipe Cafe,1,No,4.2 out of 5,739,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza",750
eat.fit,1,Yes,4.1 out of 5,94,Biryani,300
Kerala Pavilion,1,No,3.9 out of 5,302,"Fish Curry, Roast Chicken, Kerala Parotta, Appam, Mutton Pepper Fry, Sea Food, Ghee Rice",300
Donne Biriyani House,1,No,4.0 out of 5,473,"Pepper Chicken, Chicken Biryani, Mutton Biryani",300
Leon Grill,1,No,4.3 out of 5,284,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger",500
FreshMenu,1,No,3.8 out of 5,377,"Salads, Burgers, Salad, Potato Wedges, Pizza, Noodles, Fish",450
Sri Ganesh Juice Junction,1,No,4.1 out of 5,210,"Sandwiches, Sandwich, Omelette, Cheese Maggi",150
Burger King,1,No,4.0 out of 5,1393,"Burgers, Tandoori Grill Burger, Mango Shake, Cheesy Fries, Whopper Burger, Chicken Keema Burger, Chicken Crisp Burger",600
Shanmukha,1,No,3.9 out of 5,142,"Fish, Chicken Curry, Paneer Biryani, Baby Corn Masala",800
Dunkin' Donuts,1,No,4.1 out of 5,1079,"Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate",550
Khan Saheb Grills and Rolls,1,No,4.0 out of 5,1072,"Rolls, Beda Roti, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Kathi Roll, Mutton Kebab Roll",350
Pathaan Sir,1,No,3.8 out of 5,88,"Rolls, Fries, Egg Roll",250
BOX8- Desi Meals,1,No,4.3 out of 5,290,"Dal Makhani, Chicken Curry, Sandwiches, Paratha, Butter Chicken",500
Punjabi Dhaba,1,No,3.5 out of 5,350,"Butter Chicken, Paratha",350
Warm Oven,1,No,4.3 out of 5,889,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake",500
Firangi Bake,1,No,3.9 out of 5,59,Lasagne,600
Behrouz Biryani,1,No,4.2 out of 5,128,"Raita, Gosht Dum Biryani, Dum Ghost Biryani, Paneer Biryani",650
Corner House Ice Cream,1,No,4.4 out of 5,633,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake",400
Chai Point,1,No,4.2 out of 5,176,"Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav",250
Empire Restaurant,1,No,4.0 out of 5,1864,"Faluda, Ghee Rice, Biryani, Barbeque Chicken, Pulpy Grape Juice, Chicken Kebab, Shawarma",750
Tadkawala,1,No,3.5 out of 5,68,Veg Thali,200
Pizza Hut,1,No,3.8 out of 5,236,"Garlic Bread, Paneer Pizza, Supreme Pizza, Tandoori Paneer",750
Roti Shotti,1,No,3.8 out of 5,61,Dal Fry,400
Nando's,1,No,4.3 out of 5,1217,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter","1,200"
KFC,1,No,3.6 out of 5,206,"Burgers, Crispy Chicken, Chicken Zinger Burger, French Fries, Chicken Fries, Hot Wings",400
KC Das,1,No,3.9 out of 5,370,"Rasgulla, Luchi, Samosa, Radhaballavi, Rasmalai, Kheer Kadam, Chamcham",200
Ovenstory Pizza,1,No,3.8 out of 5,97,Pizza,750
M.M.A Kababs Rolls & Biryani Center,1,No,2.7 out of 5,67,"Rolls, Chicken Grill",400
Richie Rich,1,No,4.0 out of 5,624,"Tawa Pulav, Faluda, Pav Bhaji, Ice Cream Sundae, Brownie, Hot Chocolate Fudge, Fruit Salad",450
Belgian Waffle Factory,1,No,4.9 out of 5,1746,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",400
No 10 Fort Cochin,1,Yes,3.8 out of 5,194,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry",800
Shanthi Sagar,1,No,4.1 out of 5,204,"Coffee, Roti, Vada Pav",250
Savoury Restaurant,1,No,4.1 out of 5,1443,"Biryani, Haleem, Jumbo Shawarma, Kerala Parotta, Barbeque Chicken, Mutton Raan Biriyani, Dum Aloo",800
Faasos,1,No,3.8 out of 5,101,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap",500
Karama Restaurant,1,Yes,4.4 out of 5,2860,"Salads, Veg Pulao, Sea Food, Popcorn Chicken, Karachi Naan, Rabri, Butter Chicken",750
The Mughal's,1,No,3.7 out of 5,89,"Chicken Biryani, Lemon Chicken Roll",400
Potful,1,No,4.1 out of 5,1125,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun",650
KKR FOODIES,1,Yes,3.1 out of 5,58,Biryani,400
Meghana Foods,1,Yes,4.2 out of 5,1746,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Prawn Biryani, Raita, Hyderabadi Biryani",750
Xpress Biryani,1,No,4.3 out of 5,146,"Butter Chicken Biryani, Gulab Jamun, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema, Masala Biryani",650
Soda Bottle Opener Wala,1,Yes,4.4 out of 5,3651,"Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Crispy Okra, Kulfi","1,300"
Smoke House Deli,1,No,4.6 out of 5,2490,"Burgers, Cocktails, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","1,600"
Thai Chy,1,Yes,4.3 out of 5,375,"Noodles, Watermelon Mint Mojito, Rendang Curry, Chicken Dim Sum, Laksa, Dimsum Platter, Spinach Corn Cheese","1,200"
Cafe Azzure,1,Yes,4.3 out of 5,2664,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","1,200"
Tata Cha,1,No,3.9 out of 5,67,"Chai, Ginger Tea, Poha, Coffee, Bun Maskas",500
Krispy Kreme,1,No,4.0 out of 5,47,"Donut, Coffee",300
Healthie,1,No,3.9 out of 5,189,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich",600
XO Belgian Waffle,1,No,4.4 out of 5,215,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle",450
Mani's Dum Biryani,1,No,4.0 out of 5,175,"Chicken Biryani, Vegetable Biryani, Raita",750
Biryani Trip,1,No,NEW,0,"Raita, Chicken Biryani",400
Hammered,1,Yes,4.7 out of 5,4657,"Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","1,300"
Subway,1,No,3.9 out of 5,107,"Salad, Salads, Sandwiches",600
Kaati Zone,1,No,3.1 out of 5,163,"Rolls, Chicken Tikka Roll, Cheese Roll",350
Glen's Bakehouse,1,No,4.4 out of 5,1087,"Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie",600
Swathi Deluxe Restaurant,1,No,3.0 out of 5,74,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",500
Suryawanshi,1,No,4.2 out of 5,444,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi",700
Portland Steakhouse & Cafe,1,Yes,4.3 out of 5,2040,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","1,500"
WOW! Momo,1,No,3.7 out of 5,123,"Burgers, Chocolate Momos, Noodles, Cheese Momos",400
Keventers,1,No,4.0 out of 5,568,"Thick Shakes, Choco Chip Shake, Choco Hazelnut, Chocolate Hazelnut Shake, Oreo Shake, Kit Kat Shake, Butterscotch Shake",400
Utse Kitchen,1,No,4.2 out of 5,172,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo",800
Alampur Bar And Restaurant,1,No,3.7 out of 5,42,"Thali, Chicken Biryani",900
SGS Non Veg - Gundu Pulav,1,No,3.9 out of 5,55,Chilli Chicken,400
Hotel Fanoos,1,No,4.0 out of 5,787,"Rolls, Shawarma, Beef Roll, Chicken Shawarama, Beef Shwarma, Haleem, Chicken Roll",400
Laughing Llama Gastropub,1,Yes,4.3 out of 5,393,"Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","1,600"
Imperial Restaurant,1,No,3.9 out of 5,238,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab",800
Oregano Pizzeria,1,No,3.5 out of 5,60,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread",300
The Good Grain,1,No,4.1 out of 5,54,"Curd Rice, Biryani",400
Pasta Street,1,Yes,4.5 out of 5,1621,"Pasta, Pizza, Garlic Bread, Wine, Salad, Salads, Ravioli","1,300"
Cita Pani,1,Yes,3.9 out of 5,54,"Peri Peri Chicken, Shawarma, Biryani, Rolls",350
The Waffle Press,1,No,4.3 out of 5,116,"Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich",400
Delicacy,1,No,3.9 out of 5,306,"Momos, Noodles, Chilli Chicken, Spring Roll, Clear Chicken Soup, Crispy Noodle, Mixed Fried Rice",500
Berrylicious Cafe,1,No,4.1 out of 5,125,"Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl",900
Mamagoto,1,Yes,4.4 out of 5,2560,"Noodles, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Dumplings, Khao Suey","1,600"
Atty's Bakery,1,No,4.0 out of 5,73,"Gooey Brownie, Brownie Chocolate, Chocolate Ganache, Garlic Bread, Salted Caramel Brownie, Plum Cake, Chocolate Cake",250
Eden Park,1,Yes,4.1 out of 5,612,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","1,100"
Kanti Sweets,1,No,3.9 out of 5,100,"Chaat, Sandwiches, Rasmalai",400
Rahhams,1,No,3.9 out of 5,847,"Mutton Biryani, Shawarma, Bheja Fry, Pahari Chicken, Mutton Chops, Butter Chicken, Butter Naan",700
Marzipan Cafe & Bakery,1,No,4.2 out of 5,432,"Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Wedges, Hot Chocolate",700
Bozo's Yum Yums,1,No,4.0 out of 5,90,"Burgers, Beef Burger, Sandwiches, Fries, Bacon Burger",650
Skoolroom,1,No,4.3 out of 5,570,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake",700
Pind Balluchi,1,Yes,4.0 out of 5,1021,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka",700
Cream Chemistry,1,No,3.9 out of 5,148,"Rolls, Ice Cream Roll",500
The Brekkie Shop,1,No,3.5 out of 5,64,"Pasta, Fruit Parfait",300
Hotel Ramprasad,1,No,4.2 out of 5,93,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney",300
Anna Kuteera,1,No,3.8 out of 5,62,"Panner Tikka, Coffee, Vada, Idli",400
